track	full_name	url	language	updated	description
Track 2 / Risk	deepak-s-git/chargeback-verifier	https://github.com/deepak-s-git/chargeback-verifier	Python	2026-08-26T16:13:06Z	A hybrid AI/deterministic chargeback evidence packager with strict provenance tracking and anti-hallucination gating. Built for the Razorpay AI Buildathon 2026 (Track 02).
Track 3 / Revenue Recovery	DeepakChouhan18/ai-revenue-recovery	https://github.com/DeepakChouhan18/ai-revenue-recovery	Python	2026-08-23T06:57:09Z	AI-powered payment revenue recovery system — ML + Decision Engine + RAG + LLM pipeline. Built for Razorpay AI Builder Internship 2026, Track 3.
Track 4 / Finance Controller	deepthi1884-sys/settlement-reconciliation-agent	https://github.com/deepthi1884-sys/settlement-reconciliation-agent	Python	2026-08-26T17:31:42Z	Three-way settlement reconciliation agent for the Razorpay AI Buildathon (Track 04). Measured twice: 100% on formats the rules were written for, 97.2% on bank formats they have never seen.
Unknown	dekstopbreached/Fit-MindAI-Razorpay-Buildathon	https://github.com/dekstopbreached/Fit-MindAI-Razorpay-Buildathon	JavaScript	2026-08-22T04:56:13Z	FitMind AI -An adaptive AI-powered fitness coach that creates personalized workout & nutrition plans, analyzes progress, and evolves recommendations with real-time Razorpay-powered premium coaching.
Track 4 / Finance Controller	DeoreKashish/Finwise-ai	https://github.com/DeoreKashish/Finwise-ai	JavaScript	2026-08-22T21:14:46Z	AI Finance Controller for Razorpay Buildathon - Hybrid AI + Fallback Recovery
Unknown	developer-ravi-03/RazorPay-Buildathon	https://github.com/developer-ravi-03/RazorPay-Buildathon	TypeScript	2026-08-25T13:25:46Z	
Track 3 / Revenue Recovery	Devviratt/recoverai	https://github.com/Devviratt/recoverai	TypeScript	2026-08-24T18:28:34Z	RecoverAI — AI Revenue Recovery Agent built for Razorpay AI Buildathon 2026 (Track 03: AI Revenue Recovery)
Track 2 / Risk	dhayanandh26/voiceguard-ai-razorpay-hackathon	https://github.com/dhayanandh26/voiceguard-ai-razorpay-hackathon	JavaScript	2026-08-25T18:09:52Z	AI-powered voice call fraud detection system for customer support - built for Razorpay AI Builder Internship 2026 (Track 2: AI Risk Manager)
Track 3 / Revenue Recovery	dheraingoud/RRI-Razorpay	https://github.com/dheraingoud/RRI-Razorpay	TypeScript	2026-08-27T19:10:28Z	Revenue Recovery Intelligence for Razorpay Buildathon 2026
Unknown	DhillySrikanth/razorpay-ai-finance-controller	https://github.com/DhillySrikanth/razorpay-ai-finance-controller	Python	2026-08-20T15:01:32Z	
Unknown	DhruvGarg2023/Razorpay-Buildathon	https://github.com/DhruvGarg2023/Razorpay-Buildathon		2026-08-20T18:29:08Z	
Track 3 / Revenue Recovery	dhruvkachhela/subrecover-agent	https://github.com/dhruvkachhela/subrecover-agent	Python	2026-08-25T13:11:31Z	Autonomous recurring revenue and failed payment recovery agent for Razorpay Buildathon 2026.
Track 2 / Risk	dinesharshy29/Jstpay-manager	https://github.com/dinesharshy29/Jstpay-manager	Rust	2026-08-25T06:37:53Z	AI Risk Manager is an intelligent payment-risk and chargeback-defense platform designed for Razorpay merchants. It combines real-time fraud detection, chargeback-risk prediction, historical case retrieval, AI-powered evidence analysis, and automated dispute-response generation into a single merchant experience.
Track 1 / Growth-Commerce	dipanshugaur28-afk/growthpilot-ai	https://github.com/dipanshugaur28-afk/growthpilot-ai		2026-08-21T14:16:52Z	AI-powered autonomous commerce growth agent for the Razorpay AI Buildathon.
Track 1 / Growth-Commerce	Divyanshi-git/checkout-route-optimizer	https://github.com/Divyanshi-git/checkout-route-optimizer	Python	2026-08-25T06:21:22Z	Agent that routes payment methods per-checkout using a Thompson Sampling bandit + doubly-robust causal uplift correction. Built for Razorpay AI Builder Track 1.
Unknown	divyanshu013/statuspage-razorpay-hackathon	https://github.com/divyanshu013/statuspage-razorpay-hackathon	JavaScript	2023-03-04T07:51:38Z	For hackathon
Unknown	Divyanshupay/avalon-ai-sales-agent	https://github.com/Divyanshupay/avalon-ai-sales-agent	Python	2026-08-22T08:59:19Z	AI-powered conversational sales agent for Razorpay Buildathon 2026
Track 3 / Revenue Recovery	dixitkeshav/Razorpay-Anvil	https://github.com/dixitkeshav/Razorpay-Anvil	Python	2026-08-25T18:25:23Z	Anvil is a payment-degradation detection and revenue-recovery system for the Razorpay AI Buildathon, Track 03. It detects success-rate degradation across a slice lattice, attributes the failure to a specific cut of the network, executes bounded recovery actions, and measures incremental rupees recovered against a do-nothing baseline.
Unknown	dkconnect/razorpay-buildathon	https://github.com/dkconnect/razorpay-buildathon	Python	2026-08-28T06:54:27Z	
Unknown	drraghavendra/RazorPay-Hackathon	https://github.com/drraghavendra/RazorPay-Hackathon	JavaScript	2026-03-14T10:39:36Z	
Unknown	DurgeshShewale29/Checkout-Guard	https://github.com/DurgeshShewale29/Checkout-Guard	Python	2026-08-25T10:41:48Z	This project is build for Razorpay AI Buildathon.
Unknown	Dwij1515/AuraMart	https://github.com/Dwij1515/AuraMart	JavaScript	2026-07-01T19:14:46Z	A premium MERN-stack e-commerce platform rebranded as AuraMart, featuring a modern dark glassmorphic UI/UX, Razorpay test payment integration, email notifications, and an innovative AuraMatch AI Style Lab custom product builder & fit calculator.
Track 2 / Risk	ellampirai/Razorpay-AI-Builder-Internship-	https://github.com/ellampirai/Razorpay-AI-Builder-Internship-	Python	2026-08-22T03:22:40Z	Project Objectives Detect unusual spikes and patterns in financial transactions in real time. Identify potentially fraudulent transactions using AI/ML-based anomaly detection. Generate a risk score for transactions, users, or accounts. Reduce false positives by considering transaction history and behavioral patterns.
Track 3 / Revenue Recovery	En1gma1708/revenue-risk-agent	https://github.com/En1gma1708/revenue-risk-agent	Python	2026-08-25T08:20:45Z	Unified AI agent for revenue-at-risk detection and recovery — payment failures, checkout abandonment, and overdue receivables under one policy core. Razorpay AI Buildathon submission.
Track 4 / Finance Controller	eshakar/recon-agent	https://github.com/eshakar/recon-agent		2026-08-22T12:19:35Z	AI Finance Controller Run the books and the cash position -Track-4 _RazorPay_buildathon
Track 3 / Revenue Recovery	fahad2707/reclaim	https://github.com/fahad2707/reclaim	Python	2026-08-25T17:41:04Z	RECLAIM — post-halt subscription revenue recovery agent (Razorpay Buildathon Track 03). Synthetic data only.
Track 4 / Finance Controller	flare19/payment-reconciliation-agent-platform	https://github.com/flare19/payment-reconciliation-agent-platform	TypeScript	2026-08-28T06:19:23Z	Razorpay AI Buildathon Track 4 — AI Finance Controller: payment reconciliation engine
Unknown	gagan771/RAZORPAY-BUILD	https://github.com/gagan771/RAZORPAY-BUILD	Python	2026-08-23T10:09:25Z	ArthaOS merchant money-case control plane for the Razorpay AI Buildathon
Track 3 / Revenue Recovery	Ganesh-Mahtha/razorpay-ai-revenue-recovery	https://github.com/Ganesh-Mahtha/razorpay-ai-revenue-recovery	Python	2026-08-27T17:17:58Z	AI-powered revenue recovery system for merchants — Razorpay AI Buildathon 2026
Track 2 / Risk	GaneshIjjurouthu-0852/razorpay-buildathon-2026	https://github.com/GaneshIjjurouthu-0852/razorpay-buildathon-2026		2026-08-23T03:27:40Z	fraud-risk-detector
Unknown	ganga-300/razorpay_buildathon	https://github.com/ganga-300/razorpay_buildathon	Python	2026-08-24T06:28:30Z	
Track 3 / Revenue Recovery	GarbhapuMadhuri/razorpay-ai-builder	https://github.com/GarbhapuMadhuri/razorpay-ai-builder		2026-08-22T18:51:03Z	AI shopping agent demo — parses intent, builds a cart, and checks out via Razorpay while rendering a live AP2-style mandate audit trail.
Unknown	garvit027/RAZORPAY-AI-HACKATHON	https://github.com/garvit027/RAZORPAY-AI-HACKATHON	JavaScript	2026-08-20T20:27:30Z	
Track 1 / Growth-Commerce	gauravkmishra09/nova-agentic-commerce-assistant	https://github.com/gauravkmishra09/nova-agentic-commerce-assistant	JavaScript	2026-08-22T19:31:18Z	AI agent for e-commerce that answers product questions via RAG and takes real actions (order lookup, refund drafting) via tool calling — built for Razorpay AI Builder Internship 2026, Track 1.
Unknown	gauriiiiiiiiiiii/Razorpay	https://github.com/gauriiiiiiiiiiii/Razorpay		2026-08-24T18:39:37Z	Razorpay AI Builder Internship Assessment
Track 3 / Revenue Recovery	Gautham-Reddy-Rachamallu/razorpay-internship-hackathon	https://github.com/Gautham-Reddy-Rachamallu/razorpay-internship-hackathon	TypeScript	2026-08-23T16:03:42Z	AI Revenue Recovery Orchestrator - Razorpay Buildathon prototype
Unknown	Gayatriii05/agent-ready-merchant-day1	https://github.com/Gayatriii05/agent-ready-merchant-day1	Python	2026-08-26T16:17:20Z	Razorpay Buildathon project — Agent-Ready Merchant
Track 3 / Revenue Recovery	giridhar-123974/RecoverAI	https://github.com/giridhar-123974/RecoverAI	Python	2026-08-25T17:23:30Z	RecoverAI – Autonomous AI Revenue Recovery Agent for Merchants built for the Razorpay AI Buildathon 2026.
Unknown	girinath01/Razorpay-buildathon	https://github.com/girinath01/Razorpay-buildathon	Python	2026-08-22T09:44:01Z	
Unknown	gm3919540-sketch/buildathon_razorpay_rca-dashboard	https://github.com/gm3919540-sketch/buildathon_razorpay_rca-dashboard	JavaScript	2026-08-27T10:39:34Z	
Unknown	gm3919540-sketch/buildathon_razorpay_rca-engine	https://github.com/gm3919540-sketch/buildathon_razorpay_rca-engine	Java	2026-08-27T10:42:02Z	
Unknown	gopikish1998/guvi-hackathon2-backend	https://github.com/gopikish1998/guvi-hackathon2-backend	JavaScript	2022-01-21T17:39:47Z	BuiltMovie ticketing application for both customers and theatre management. Key features includes user authentication, seat selection and test payment gateway from Razorpay. This is the backend repositiory for the application.
Unknown	gopikish1998/guvi-hackathon2-frontend	https://github.com/gopikish1998/guvi-hackathon2-frontend	JavaScript	2022-01-21T17:30:07Z	Implemented Movie ticketing application for both customers and theatre management. Key features includes user authentication, seat selection and test payment gateway from Razorpay.
Unknown	goutham-hegde/razorpay-buildathon	https://github.com/goutham-hegde/razorpay-buildathon	Python	2026-08-26T20:53:22Z	
Track 3 / Revenue Recovery	hafsashaikh27/RecoverAI-Razorpay-Buildathon	https://github.com/hafsashaikh27/RecoverAI-Razorpay-Buildathon		2026-08-27T12:30:59Z	AI-powered payment revenue recovery agent that detects failed payments and intelligently recommends recovery actions.
Track 2 / Risk	hanumach33/razorpay-ai-risk-manager	https://github.com/hanumach33/razorpay-ai-risk-manager		2026-08-25T18:01:53Z	AI-powered return-risk scoring system for Razorpay Track 02.
Track 3 / Revenue Recovery	Harisankar005/recapturai	https://github.com/Harisankar005/recapturai	Python	2026-08-25T07:40:25Z	Built for Track 03 (AI Revenue Recovery). An event-driven agent that diagnoses payment drop-offs and executes bounded, auditable recovery workflows on Razorpay APIs.
Unknown	harissh-k06/Razorpay_Buildathon	https://github.com/harissh-k06/Razorpay_Buildathon		2026-08-27T19:42:55Z	
Unknown	Harsh181507/Tomato-Hackathon	https://github.com/Harsh181507/Tomato-Hackathon	Kotlin	2026-03-14T18:06:16Z	Tomato v1.0 – Hackathon Release  Tomato is a full-stack food delivery platform built with an Android application using Kotlin and Jetpack Compose, and a backend powered by Java and Spring Boot.  The app allows users to browse restaurants, order food, manage a cart, split bills with friends using UPI IDs, and complete payments through Razorpay.
Track 4 / Finance Controller	Harshit-0018/ReconLoop	https://github.com/Harshit-0018/ReconLoop	Python	2026-08-22T13:47:19Z	Deterministic AI agent that reconciles order ledgers against payment settlement reports — measured match rate, validated accuracy, honest exceptions. Razorpay AI Buildathon 2026.
Track 1 / Growth-Commerce	harshpsi9194/Razorpay_Buildathon_Track1	https://github.com/harshpsi9194/Razorpay_Buildathon_Track1		2026-08-24T01:38:06Z	
Unknown	Harya018/Razorpay-Hackathon-	https://github.com/Harya018/Razorpay-Hackathon-	Python	2026-08-24T07:31:21Z	
Track 3 / Revenue Recovery	Hashir4m4/RecoverAI	https://github.com/Hashir4m4/RecoverAI	Python	2026-08-26T06:44:10Z	RecoverAI — Autonomous Revenue Recovery Control Plane for the Razorpay AI Buildathon
Track 2 / Risk	Hem60/vakil	https://github.com/Hem60/vakil	Python	2026-08-26T12:31:19Z	Autonomous chargeback defence agent for Razorpay merchants. Razorpay AI Buildathon 2026, Track 2.
Unknown	Hemakrishna7406/sentinel-razorpay-buildathon	https://github.com/Hemakrishna7406/sentinel-razorpay-buildathon	Python	2026-08-25T12:07:19Z	
Track 3 / Revenue Recovery	hemantch01/RazorVasooli.Ai	https://github.com/hemantch01/RazorVasooli.Ai		2026-08-21T05:58:43Z	RazorVasooli.Ai is an AI revenue recovery agent built natively on Razorpay. for Razorpay Hackathon
Track 3 / Revenue Recovery	Hemanth-katariya/razorpay-ai-revenue-recovery	https://github.com/Hemanth-katariya/razorpay-ai-revenue-recovery	Python	2026-08-26T20:27:51Z	
Unknown	heyansh-dev/vasuli-razorpay-buildathon	https://github.com/heyansh-dev/vasuli-razorpay-buildathon		2026-08-22T09:40:15Z	This repo is being created for the purpose of buildathon - a hackathon organized by the Razorpay group.
Unknown	HimanshuKatwal04/Razorpay-AI-Buildathon	https://github.com/HimanshuKatwal04/Razorpay-AI-Buildathon	Python	2026-08-22T19:14:04Z	
Unknown	hingeabhishek2025-lab/Razorpay-Buildathon	https://github.com/hingeabhishek2025-lab/Razorpay-Buildathon		2026-08-25T05:34:54Z	
Unknown	Hit246/carrercraftai	https://github.com/Hit246/carrercraftai	TypeScript	2026-07-12T06:57:41Z	AI-powered career platform for Indian students — resume builder, ATS scoring, job tools. Built with Next.js, Firebase & Gemini AI.
Track 3 / Revenue Recovery	huzaifamohammed437-dot/recoverAI	https://github.com/huzaifamohammed437-dot/recoverAI	Python	2026-08-27T11:24:53Z	AI-powered revenue recovery platform for the Razorpay Buildathon
Track 2 / Risk	huzefa125/RiskGraph-AI	https://github.com/huzefa125/RiskGraph-AI	TypeScript	2026-08-26T16:29:29Z	AI-powered payment risk detection and investigation platform built for the Razorpay AI Risk Manager track.
Track 4 / Finance Controller	iamaanahmad/ReconGraph	https://github.com/iamaanahmad/ReconGraph	TypeScript	2026-08-21T05:48:09Z	ReconGraph is a deterministic AI finance-controller prototype. It turns orders, payments, refunds, settlements, and webhook deliveries into an explainable reconciliation graph, while deliberately abstaining when evidence is tied or insufficient.
Track 2 / Risk	iamgiridharan/AI-Revenue-Recovery-Agent	https://github.com/iamgiridharan/AI-Revenue-Recovery-Agent	Python	2026-08-24T20:09:33Z	AI-powered revenue recovery agent that detects failed-payment risks, recommends recovery actions, and tracks recovered revenue using ML, LLMs, and Razorpay Test APIs.
Track 3 / Revenue Recovery	iamshkzahid/recoveriq	https://github.com/iamshkzahid/recoveriq	Python	2026-08-24T07:24:20Z	RecoverIQ — AI-Powered Autonomous Revenue Recovery Engine | Razorpay AI Builder Internship 2026 | Track 3
Track 1 / Growth-Commerce	imaqheel/razorpay-ai-agent	https://github.com/imaqheel/razorpay-ai-agent		2026-08-26T06:58:00Z	AI Growth & Agentic Commerce track submission for Razorpay Buildathon.
Track 2 / Risk	imran-123-786/RiskGuard-AI	https://github.com/imran-123-786/RiskGuard-AI	Python	2026-08-26T06:52:21Z	A Production-Grade, Defense-Only AI Payment Risk & Fraud Intelligence Platform (Razorpay AI Buildathon - Track 02)
Unknown	imran1831/Hackathon_Hub_Frontend	https://github.com/imran1831/Hackathon_Hub_Frontend	JavaScript	2026-08-25T17:51:47Z	Hackly Frontend – React.js based Hackathon Management Platform featuring Google OAuth authentication, event registration, ticket booking, organizer dashboard, and Razorpay payment integration. Deployed on Vercel.
Track 3 / Revenue Recovery	IMRIKRUPA/payrecover-ai	https://github.com/IMRIKRUPA/payrecover-ai	Python	2026-08-22T15:46:01Z	AI-powered revenue recovery system for the Razorpay AI Buildathon
Track 4 / Finance Controller	Iniyan-2005/IniRazor-AI	https://github.com/Iniyan-2005/IniRazor-AI	JavaScript	2026-08-28T06:56:56Z	IniRazorAI is an AI-powered payment reconciliation and exception investigation system built for Razorpay AI Buildathon  2026
Unknown	ishaannn7/RAZORPAY_buildathon	https://github.com/ishaannn7/RAZORPAY_buildathon	Python	2026-08-25T17:30:46Z	
Track 3 / Revenue Recovery	Ishan-Chaurasia/mandateguard-razorpay	https://github.com/Ishan-Chaurasia/mandateguard-razorpay	JavaScript	2026-08-27T19:04:10Z	AI Revenue Recovery Agent for Failed UPI Autopay & e-Mandate Charges (Razorpay Buildathon 2026)
Track 2 / Risk	IshanGain/razorpay-ai-risk-manager	https://github.com/IshanGain/razorpay-ai-risk-manager	Jupyter Notebook	2026-08-25T09:13:27Z	Razorpay AI Risk Manager - Track 02 AI Buildathon 2026
Track 2 / Risk	Ishita214-bot/Ai-based-suspicios-msg-detector	https://github.com/Ishita214-bot/Ai-based-suspicios-msg-detector	Python	2026-08-23T20:31:00Z	AI-based SMS/email fraud detector with real-time Razorpay transaction verification — built for Razorpay AI Buildathon (Risk Track)
Track 2 / Risk	Jagadeesh58/chargeback-risk-engine	https://github.com/Jagadeesh58/chargeback-risk-engine	Python	2026-08-27T10:28:26Z	Chargeback Evidence Assembler & Risk-Aware Auto-Responder — a reason-code-aware risk scoring and policy engine for chargeback disputes, with honest precision/recall metrics on a held-out synthetic test set. Built for Razorpay AI Buildathon 2026, Track 02 (AI Risk Manager).
Unknown	JainSahab45/RAZORPAY-Buildathon	https://github.com/JainSahab45/RAZORPAY-Buildathon		2026-08-21T18:26:44Z	
Unknown	jaiswalatharva2804-rgb/Razorpay-Hackathon	https://github.com/jaiswalatharva2804-rgb/Razorpay-Hackathon	Python	2026-08-20T16:39:46Z	
Unknown	JATINV11RAM/razorpay	https://github.com/JATINV11RAM/razorpay	HTML	2026-08-28T02:51:24Z	India's first ACP-compliant agentic payment system built on Razorpay - Razorpay AI Buildathon 2026
Track 3 / Revenue Recovery	jayvardhan123-ai/recoverai	https://github.com/jayvardhan123-ai/recoverai	TypeScript	2026-08-23T10:59:35Z	RecoverAI - AI-Powered Autonomous Revenue Recovery Platform (Razorpay AI Buildathon Track 3)
Track 4 / Finance Controller	JazR20/reckon	https://github.com/JazR20/reckon	TypeScript	2026-08-25T17:13:06Z	A reconciliation agent whose product is knowing when to refuse. Razorpay AI Buildathon 2026, Track 4: AI Finance Controller.
Track 1 / Growth-Commerce	jboiie/argus	https://github.com/jboiie/argus	Python	2026-08-27T17:50:36Z	Agent QA & Monitoring Suite for Agentic Commerce — pre-deployment red-team harness + post-deployment drift sentinel for a reference commerce agent. Razorpay AI Builder Buildathon submission.
Track 4 / Finance Controller	Jeeva-1405/Razorpay-Model	https://github.com/Jeeva-1405/Razorpay-Model	Python	2026-08-24T04:41:22Z	AI agent that reconciles payment ledgers against bank settlements — built for the Razorpay AI Buildathon
Track 1 / Growth-Commerce	JetashriDhauria-191/razorflow-x	https://github.com/JetashriDhauria-191/razorflow-x	Python	2026-08-27T16:15:37Z	RAZORFLOW X — Autonomous AI Merchant Growth & Agentic Commerce Engine (Razorpay Buildathon Track 01)
Track 2 / Risk	jevishaaaa/Razorpay-AI-risk-manager	https://github.com/jevishaaaa/Razorpay-AI-risk-manager	Python	2026-08-23T18:14:59Z	
Track 2 / Risk	Jivithesh-2007/RazorPay_AI_Risk_Manager	https://github.com/Jivithesh-2007/RazorPay_AI_Risk_Manager	TypeScript	2026-08-26T15:05:49Z	AI Risk Manager
Track 2 / Risk	jonjicjan/Razorpay-buildathon	https://github.com/jonjicjan/Razorpay-buildathon	Python	2026-08-24T16:28:02Z	AI Risk ManagerStop the merchant losing money to fraud, returns and chargebacks
Track 4 / Finance Controller	josephsam-hub/razorpay_ai_buildathon_	https://github.com/josephsam-hub/razorpay_ai_buildathon_	Python	2026-08-26T18:25:39Z	Razorpay builder , Evidence-first AI Finance Controller for Razorpay AI Buildathon Track 04.
Track 2 / Risk	joshikarthikeyan4-pixel/Razorpay_ai-buildathon	https://github.com/joshikarthikeyan4-pixel/Razorpay_ai-buildathon	Python	2026-08-27T14:05:25Z	AI-powered payment intelligence and anomaly detection system
Track 2 / Risk	Juhamim/SentinelMesh	https://github.com/Juhamim/SentinelMesh	Python	2026-08-25T14:12:18Z	Sentinel Mesh Tagline: See the loss pattern before the loss becomes visible.  Track: Razorpay Buildathon — Track 02: AI Risk Manager  Product Vision  Sentinel Mesh is an AI-powered merchant loss prevention system that combines individual transaction intelligence with collective network intelligence.  Traditional fraud systems primarily ask:
Unknown	junaidjmomin/razorpay-buildathon	https://github.com/junaidjmomin/razorpay-buildathon	Python	2026-08-27T17:51:43Z	money matters!!!
Unknown	jyoti707/razorpay-ai-builder-internship	https://github.com/jyoti707/razorpay-ai-builder-internship	HTML	2026-08-23T17:21:22Z	
Track 3 / Revenue Recovery	jyotii616/ReVive---Agentic-payment-recovery-engine	https://github.com/jyotii616/ReVive---Agentic-payment-recovery-engine	Python	2026-08-27T11:32:16Z	ReVive --a 5-agent AI swarm (Coroner, Psychologist, Negotiator, Regulator, Judge) that diagnoses failed payments and generates explainable, compliance-checked recovery playbooks. Built for Razorpay AI Builder Internship 2026, Track 3: AI Revenue Recovery.
Unknown	kapilsharma8764/website-builder	https://github.com/kapilsharma8764/website-builder	JavaScript	2026-07-24T09:10:35Z	AI website builder with React, Express, MongoDB and Razorpay
Unknown	karnayanaBala/SellerPilot-AI	https://github.com/karnayanaBala/SellerPilot-AI	HTML	2026-08-23T15:29:53Z	"""AI agent for merchant revenue growth & agentic checkout — Razorpay Buildathon 2026"""
Track 3 / Revenue Recovery	Karthikeyan-3007/razorpay-recovery-agent	https://github.com/Karthikeyan-3007/razorpay-recovery-agent	Python	2026-08-27T06:42:39Z	AI agent that detects degraded payments, diagnoses root cause, and executes a guardrailed recovery workflow (RBI e-mandate compliant) — built for Razorpay's AI Buildathon, Track 03: AI Revenue Recovery.
Track 3 / Revenue Recovery	karthikreddy-hash/RecoverAI-Razorpay	https://github.com/karthikreddy-hash/RecoverAI-Razorpay	Python	2026-08-24T15:12:25Z	AI Revenue Recovery Agent built for the Razorpay AI Builder Internship 2026
Track 3 / Revenue Recovery	Kartik-369/rexon	https://github.com/Kartik-369/rexon		2026-08-22T13:37:40Z	An AI-driven dunning & revenue recovery engine where models suggest, but deterministic guardrails decide. Built for Razorpay AI Buildathon 2026
Track 3 / Revenue Recovery	kartikkkdua/Recoup-AI-Revenue-Recovery-for-Razorpay	https://github.com/kartikkkdua/Recoup-AI-Revenue-Recovery-for-Razorpay	Python	2026-08-26T08:25:38Z	
Unknown	Katakam-Krupavathi/razorpay_buildathon_project	https://github.com/Katakam-Krupavathi/razorpay_buildathon_project		2026-08-27T15:04:18Z	
Track 2 / Risk	kaustabhjyoti/SentinelRisk-AI	https://github.com/kaustabhjyoti/SentinelRisk-AI	Python	2026-08-27T03:24:28Z	An enterprise-grade real-time behavioral threat detection engine built for the Razorpay AI Buildathon 2026 (Track 2). Features a modular FastAPI backend, an automated UPI/Card velocity rule processor, and a real-time React dashboard displaying live-updating risk feeds with deep compliance audit trails.
Track 1 / Growth-Commerce	kaviya200644/paypilot-ai	https://github.com/kaviya200644/paypilot-ai		2026-08-22T16:50:10Z	AI-powered Agentic Commerce Assistant for Razorpay AI Builder Internship 2026
Track 4 / Finance Controller	kaviyasvk/reconciliation-assistant	https://github.com/kaviyasvk/reconciliation-assistant	Python	2026-08-23T14:41:50Z	AI-powered reconciliation tool for Razorpay AI Buildathon 2026
Track 3 / Revenue Recovery	keerthanam4/RecoverAI	https://github.com/keerthanam4/RecoverAI		2026-08-26T07:25:04Z	AI-powered revenue recovery agent for the Razorpay AI Buildathon
Track 3 / Revenue Recovery	Keerthi-vassan/paymedic	https://github.com/Keerthi-vassan/paymedic	Python	2026-08-24T12:19:30Z	Bounded, auditable AI agent that classifies failed-payment root causes and executes gated recovery actions — Razorpay AI Buildathon
Track 3 / Revenue Recovery	kirangunaga992/recoup	https://github.com/kirangunaga992/recoup	Python	2026-08-21T10:30:48Z	Bounded revenue recovery agent — Razorpay AI Buildathon Track 3
Unknown	kirank93611/Razorpay-POS-Hackathon	https://github.com/kirank93611/Razorpay-POS-Hackathon	JavaScript	2024-08-01T19:32:08Z	
Track 1 / Growth-Commerce	kiranvajja16/razoragent	https://github.com/kiranvajja16/razoragent	JavaScript	2026-08-25T00:36:00Z	AI-powered agentic commerce platform for merchant growth using Razorpay
Track 2 / Risk	kishorereddycse860-hub/razorpay-upi-failure-predictor	https://github.com/kishorereddycse860-hub/razorpay-upi-failure-predictor	Jupyter Notebook	2026-08-25T15:31:23Z	ML pipeline predicting UPI payment failures using transaction amount, time, and bank-pair features. Includes preprocessing, model comparison (Logistic Regression vs Random Forest), edge-case stress testing, and a live Streamlit demo. Built for the Razorpay AI Buildathon 2026.
Unknown	kjudr05/Razorpay-buildathon	https://github.com/kjudr05/Razorpay-buildathon	Python	2026-08-24T19:15:04Z	
Track 2 / Risk	komallbarhate/AI-Risk-Manager	https://github.com/komallbarhate/AI-Risk-Manager	Python	2026-08-27T18:31:01Z	Return-abuse risk scorer for e-commerce — LightGBM + TreeSHAP + rule-based defense layer. Built for Razorpay AI Buildathon
Track 2 / Risk	kratos0718/refund-arbiter	https://github.com/kratos0718/refund-arbiter	Python	2026-08-23T09:31:55Z	Refund abuse triage that picks its operating point in rupees, not in F1, and abstains to a human when it isn't sure. Razorpay AI Buildathon, Track 02.
Unknown	Kridha24/razorpay-ai-finance-controller	https://github.com/Kridha24/razorpay-ai-finance-controller	Python	2026-08-24T03:32:45Z	
Unknown	Krishna201i/Razorpay_buildathon_krishna	https://github.com/Krishna201i/Razorpay_buildathon_krishna	Python	2026-08-26T15:37:41Z	
Track 2 / Risk	krishRajawat/sentinelpay-fraud-spike-detector	https://github.com/krishRajawat/sentinelpay-fraud-spike-detector	Jupyter Notebook	2026-08-23T11:48:54Z	AI-powered fraud-spike detector for transactional risk — built for Razorpay AI Builder Internship 2026
Track 1 / Growth-Commerce	ksallauddin81-oss/commercepilot-ai	https://github.com/ksallauddin81-oss/commercepilot-ai		2026-08-21T11:15:29Z	AI-powered agentic commerce platform that helps customers discover products through natural conversation, provides explainable recommendations, and enables secure Razorpay-powered checkout with human approval.
Track 2 / Risk	KTPhantom/sentinel-razorpay-buildathon	https://github.com/KTPhantom/sentinel-razorpay-buildathon	Python	2026-08-23T11:22:07Z	Risk Analyst Triage
Unknown	kunalmamgai/Razorpay-Buildathon	https://github.com/kunalmamgai/Razorpay-Buildathon	Python	2026-08-27T21:30:35Z	
Unknown	kuntalmanii/Razorpay-buildathon	https://github.com/kuntalmanii/Razorpay-buildathon	TypeScript	2026-08-27T15:54:00Z	
Unknown	lakshaydevoo-arch/Razorpay-buildathon	https://github.com/lakshaydevoo-arch/Razorpay-buildathon	JavaScript	2026-08-26T18:26:52Z	
Track 3 / Revenue Recovery	lalalaleishaaa/payguard	https://github.com/lalalaleishaaa/payguard	HTML	2026-08-25T15:41:13Z	AI Revenue Recovery Agent for Razorpay
Unknown	lalsr/ai-resume-builder	https://github.com/lalsr/ai-resume-builder	HTML	2026-05-09T18:35:40Z	AI Resume Builder with Razorpay payments
Unknown	LordCenk/merchant-risk-engine	https://github.com/LordCenk/merchant-risk-engine	Python	2026-08-21T06:30:13Z	For Razorpay Buildathon
Track 3 / Revenue Recovery	M2435/reclaim-ai	https://github.com/M2435/reclaim-ai	Python	2026-08-26T17:08:56Z	An AI recovery engine that predicts whether a failed payment will succeed on retry, decides the best time and channel to retry it, and drafts a personalized message to win the customer back — all ranked into a live dashboard queue. Built for Razorpay's AI Revenue Recovery track.
Track 3 / Revenue Recovery	Maaadhavq/mandate-retry-sequencer	https://github.com/Maaadhavq/mandate-retry-sequencer	Python	2026-08-27T10:20:07Z	Guardrailed retry sequencer for failed UPI mandate debits. Deterministic policy floor + ML scoring + LLM agent that can never override the guardrails. Razorpay AI Buildathon, Track 03.
Unknown	madhav9757/Razorpay-ai-buildathon	https://github.com/madhav9757/Razorpay-ai-buildathon	TypeScript	2026-08-26T07:51:58Z	
